warlock	witch
demonization	disapprobation
lory	parrot
tastefulness	elegance
splash	noise
rosary	beads
stevedore	laborer
squeeze	constriction
ionosphere	region
homeopath	practitioner
ray	vector
shortcut	road
spectrogram	photograph
ferry	transportation
pomade	hairdressing
lumen	cavity
corpus	part
sudra	varna
fenestra	orifice
commonness	normality
service	aid
rani	aristocrat
investigator	expert
transgressor	wrongdoer
emotionality	trait
coincidence	position
parlance	formulation
scrape	noise
inflexibility	rigidity
ebony	tree
score	success
university	establishment
cabin	house
belle	girl
harp	support
equator	circle
coolness	fearlessness
origin	intersection
newspaper	press
naturalization	introduction
death	state
drive	return
burying	concealment
inflation	expansion
lama	priest
airbrake	restraint
screening	testing
unwillingness	disposition
taste	experience
pavilion	tent
operand	quantity
basement	support
wafer	bread
solute	matter
sunset	hour
enchanter	sorcerer
superscript	character
snore	noise
rickettsia	eubacteria
steeplechaser	racer
barber	hairdresser
divvy	dividend
rosette	leaf
owlet	owl
neutron	nucleon
ballast	attribute
parasitism	mutuality
machine	person
nonconformity	disagreement
stockholding	ownership
curve	line
piculet	woodpecker
rebellion	conflict
perpetrator	wrongdoer
dispatch	report
shame	dishonor
vegetable	produce
lane	way
life	being
silhouette	drawing
agreement	planning
backstroker	swimmer
loss	failure
activity	capability
knit	needlework
hepatica	herb
velour	fabric
fearlessness	feeling
extension	dance
profiteer	capitalist
pruno	hooch
one-liner	joke
tinting	coloring
box	compartment
amyloid	protein
forger	smith
diminution	statement
colloquium	address
manifestation	appearance
requisition	demand
mock	derision
bamboo	wood
carrier	traveler
crouton	bread
diaper	garment
disclaimer	repudiation
sabotage	destruction
lavender	purple
hypocrite	deceiver
chromophore	group
traditionalist	conservative
pasteboard	cardboard
antelope	bovid
demagogue	politician
biology	life
apache	gangster
chasm	opening
sextet	gathering
seraph	angel
planting	collection
grandson	grandchild
depth	degree
proportion	placement
glucosamine	amino
dermatology	medicine
top	covering
alkali	salt
instrumentalism	pragmatism
snuffer	consumer
impossibility	option
foreignness	quality
nutshell	shell
bevy	gathering
maltose	disaccharide
seed	ovule
doorway	entrance
fescue	grass
amphora	jar
carrier	organism
serviceability	utility
interface	overlap
impenetrability	incomprehensibility
adulthood	maturity
swag	bundle
renunciation	resignation
straitjacket	hindrance
arteritis	inflammation
spar	boxing
sin	letter
kaleidoscope	form
hippodrome	stadium
thumbtack	tack
attitude	orientation
bliss	elation
attempt	activity
law	concept
pleuropneumonia	pleurisy
watermark	marker
comparison	relation
littoral	seashore
knock	sound
toleration	permissiveness
opposition	relation
spyware	software
countersink	hole
demonstrator	teacher
osteology	anatomy
strife	conflict
ash	tree
perchlorate	salt
polygamist	spouse
footlocker	trunk
desperate	unfortunate
thermodynamics	physics
deterioration	decay
condominium	housing
hydrolysate	product
biter	person
globe	model
degree	state
candytuft	flower
interval	set
sour	cocktail
bestiary	book
chlorella	alga
dead	people
bentonite	clay
chinoiserie	genre
drifting	wandering
acclimatization	adaptation
convertible	sofa
stinker	thing
heat	energy
ribonuclease	transferase
windward	direction
gardenia	shrub
ecoterrorism	terrorism
ben	mountain
tritium	hydrogen
ingenuity	superiority
multiple	product
bolt	roll
memorial	recognition
confines	scope
chenille	fabric
ice	crystal
love	emotion
infamy	dishonor
serge	fabric
baron	businessman
pleasing	gratification
overexertion	effort
bargain	purchase
claim	assertion
sgraffito	decoration
wristwatch	watch
welcome	greeting
plight	assurance
fueling	provision
succession	acquisition
waxwork	effigy
reevaluation	evaluation
homology	similarity
deterrence	hindrance
alcohol	liquid
stifler	person
macroeconomics	economics
rehabilitation	restoration
stockpot	pot
ironclad	warship
stripper	compound
knob	decoration
deference	politeness
wind	influence
spotlight	lamp
tangerine	mandarin
roadblock	barrier
exudate	discharge
linguine	pasta
deerstalker	hat
fantasist	creator
saccule	sac
greatness	importance
alumnus	scholar
security	precaution
bite	success
courtier	attendant
reckoner	handbook
carp	cyprinid
sackcloth	fabric
cheeseburger	hamburger
hedge	security
alpaca	fabric
temptation	desire
comfrey	herb
nuisance	annoyance
execration	object
karma	destiny
module	compartment
cornerstone	stone
speculator	gambler
legation	position
union	device
slivovitz	brandy
popcorn	corn
phi	letter
peasant	rustic
malingering	evasion
eccentricity	circularity
couch	bed
carotenoid	phytochemical
avarice	greed
spread	extension
scat	jazz
storm	disturbance
biosynthesis	synthesis
leasehold	estate
infestation	swarm
cleavage	division
sixtieth	rank
praetorium	tent
roach	butt
geographer	expert
coyote	wolf
lychnis	flower
cut	stroke
espadrille	sandal
paramecium	ciliate
indenture	contract
bloodshed	murder
cutting	dilution
edge	urgency
basket	container
hybrid	complex
purge	cleaning
headliner	performer
spastic	paralytic
roughcast	model
bracelet	jewelry
stride	advancement
crucifixion	torture
identifier	symbol
probate	certificate
victory	ending
suspense	anticipation
packinghouse	plant
tonsillitis	inflammation
quarrel	arrow
mortise	hole
scullion	servant
moiety	one-half
elegance	quality
bistro	restaurant
trim	neatness
drove	crowd
salesclerk	salesperson
puppetry	dramatization
sneeze	symptom
bridesmaid	attendant
cordage	measure
lamplighter	worker
schoolmarm	schoolteacher
footprint	area
association	union
combativeness	aggressiveness
germ	structure
sport	occupation
perimeter	line
hand	side
bookshelf	shelf
haunt	area
bur	pericarp
aggregate	material
suitability	quality
canvas	fabric
menu	fare
telegrapher	operator
laelia	orchid
slipknot	knot
surgeon	doctor
originality	quality
extension	telephone
belt	loop
tam	cap
institute	association
shell	ammunition
aureole	radiance
marauder	attacker
dimension	magnitude
buckskins	breeches
patchwork	sewing
marriage	union
anesthetic	drug
issue	store
panel	sheet
dip	swimming
photogravure	gravure
wisdom	good
attestation	evidence
addendum	matter
orthodoxy	orientation
control	power
acid	compound
thousandth	rank
capybara	rodent
repayment	payment
ophthalmologist	specialist
captain	policeman
modifier	gene
minicab	minicar
ani	cuckoo
tremor	shaking
wave	gesture
catchphrase	phrase
locus	site
tableland	highland
sophistication	quality
annexation	incorporation
agenda	list
transformation	change
cloud	unreality
solution	statement
poise	equilibrium
spironolactone	antihypertensive
diner	restaurant
batten	strip
godwit	shorebird
conceit	device
puzzle	game
sterol	steroid
baseline	standard
thief	criminal
piedmont	slope
departure	act
salesperson	employee
terrace	row
menthol	lotion
mudder	racehorse
representation	content
fissure	groove
click	depression
superior	leader
dilator	drug
ebony	wood
semitone	interval
pharmacogenetics	genetics
wool	coat
plenty	abundance
edification	enlightenment
connivance	agreement
downbeat	rhythm
dado	groove
bottle	vessel
beeswax	wax
stoma	orifice
monopoly	dominance
privation	poverty
ricochet	recoil
allamanda	vine
jackal	canine
mesenchyme	mesoderm
microscopy	research
range	tract
mantilla	scarf
sidecar	conveyance
draw	poker
ejaculation	discharge
crab	shellfish
excommunication	banishment
wallop	blow
motion	state
drove	chisel
bidder	applicant
parade	procession
wretch	reprobate
escalation	increase
solicitude	concern
porker	hog
oxbow	land
contusion	hit
barnstormer	pilot
male	person
larder	commissariat
imposture	deception
quartet	set
cascara	bark
pinnacle	peak
grievance	allegation
prospect	potential
drop	depository
peritonitis	inflammation
quality	attribute
topknot	headdress
pack	corrective
panopticon	area
awareness	consciousness
redcoat	soldier
catering	occupation
mole	insectivore
butyl	group
post	position
anthropocentrism	partiality
liner	fly
idleness	inactivity
sportswear	attire
retrofit	addition
blunder	mistake
sediment	matter
contrivance	invention
bleu	cheese
monohydrate	hydrate
department	division
function	utility
decline	condition
eighties	decade
antipasto	appetizer
lesson	teaching
newel	column
mayonnaise	dressing
luau	fete
cuppa	tea
intervention	proceeding
detective	policeman
upset	disturbance
poultry	bird
foundress	founder
sheller	worker
amoxicillin	penicillin
casualty	decrease
palatine	bone
exhaustion	fatigue
seeder	person
neighborhood	community
reader	scholar
driveway	road
container	instrumentality
vault	roof
atmosphere	weather
paresthesia	symptom
soloist	musician
convention	practice
cytosol	cytoplasm
place	passage
lattice	framework
wages	consequence
overpopulation	population
macumba	cult
warpath	belligerence
house	management
terror	person
register	regulator
megalomaniac	egotist
self-awareness	awareness
juniper	cypress
experiment	venture
spadework	work
ringer	throw
skittishness	nervousness
hail	precipitation
entrance	arrival
stomachache	ache
adventure	undertaking
flute	woodwind
constituent	syntagma
history	past
allowance	reimbursement
painting	application
handler	agent
sol	colloid
amity	peace
croft	farm
finalist	rival
mariner	sailor
id	instinct
tune	pitch
club	association
champion	defender
captain	leader
failure	omission
tail	projection
evenness	regularity
diverticulosis	pathology
yeomanry	class
carapace	scute
development	process
permutation	reordering
untying	loosening
topsail	sail
sacrum	bone
supermom	mother
liza	mullet
pacification	appeasement
sack	plundering
pencil	figure
hairball	tangle
showman	person
guano	organic
tambour	drum
consideration	thinking
capitulation	document
helmsman	mariner
accretion	addition
rationalization	organization
crate	box
provocation	encouragement
retsina	wine
buildup	accretion
scrotum	pouch
filth	waste
micrometer	caliper
scar	symptom
backfire	explosion
version	interpretation
wanderer	traveler
anthracite	coal
ottoman	seat
survivor	unfortunate
placement	activity
improbability	uncertainty
bursary	treasury
pimpernel	herb
lesion	pathology
stream	course
cyanamide	acid
polynomial	function
milkcap	agaric
debutante	woman
somersault	tumble
nausea	disgust
systematization	organization
duplicity	deception
corona	cigar
energizer	device
impingement	crash
star	actor
becket	line
comfort	pleasure
wasabi	condiment
middling	commodity
adaptation	alteration
denominationalism	inclination
drag	tediousness
annual	plant
caisson	chamber
bid	statement
rise	emergence
man	subordinate
sight	position
cocotte	casserole
chino	trouser
reaction	conservatism
pig	ingot
switchman	operator
rhymer	writer
bounder	jumper
wallflower	flower
kinematics	mechanics
bravado	ostentation
benzyl	group
bilberry	blueberry
absolute	abstraction
casein	phosphoprotein
abstractionist	painter
referral	recommendation
discus	disk
philosopher	scholar
zeaxanthin	carotenoid
follow-up	examination
bear	investor
scouring	search
crinoid	echinoderm
magnitude	property
bed	stratum
criticality	urgency
wealth	abundance
explorer	person
linen	paper
alarm	signal
shaker	container
myelofibrosis	fibrosis
cassia	tree
shot	projectile
arum	starch
heroin	opiate
asthenosphere	layer
prowler	intruder
serin	finch
silkscreen	print
mediator	negotiator
epididymitis	inflammation
acetate	salt
soldiering	skill
alignment	placement
barrage	fire
salat	worship
poetess	poet
badgering	harassment
applique	sewing
cytoplasm	protoplasm
tinsel	decoration
swerve	turn
capriciousness	inconstancy
father	leader
electorate	citizenry
trundle	wheel
synthetic	compound
inhomogeneity	irregularity
turnbuckle	coupling
nutlet	nut
pung	sled
vineyard	farm
icehouse	house
casing	covering
in-joke	joke
bridgehead	post
volleyball	ball
hazard	obstacle
sedan	car
reef	ridge
relaxant	drug
reasoner	thinker
shroud	line
ironing	work
deposition	interrogation
seashore	shore
playbill	program
ban	prohibition
flintlock	gunlock
hematocrit	centrifuge
accumulation	increase
crick	spasm
hookup	connection
washbasin	sink
vote	choice
neoconservative	conservative
ultramontanism	policy
edibility	property
albuterol	bronchodilator
instrumentality	utility
seaway	lane
seigniorage	fee
trick	device
condemnation	condition
pore	duct
charity	institution
acolyte	clergyman
endocrinology	medicine
coffee	tree
hansom	carriage
hatch	shading
palaver	nonsense
weight	oppression
chug	noise
multiprogramming	execution
wingman	pilot
spying	intelligence
turn	development
range	limit
strapless	dress
yew	wood
rescuer	person
headrace	watercourse
gerbil	rodent
popularization	interpretation
aqueduct	conduit
moratorium	delay
carrot	herb
exercise	lesson
tenant	payer
cosmetic	toiletry
brewery	plant
condom	contraceptive
sale	agreement
misfortune	fortune
part	object
know-it-all	egotist
energy	liveliness
morphology	biology
harmonic	tone
involution	construction
citron	citrus
gladiolus	bone
goalmouth	area
mummy	body
swale	trough
dresser	cabinet
companion	traveler
clatter	noise
clematis	vine
viceroyalty	jurisdiction
dedication	message
refreshment	rejuvenation
absolution	condition
cockscomb	herb
technocrat	politician
roundup	ranching
reactivity	susceptibility
judge	adjudicator
sale	occasion
bowels	center
diamagnetism	magnetism
hipbone	bone
crosscheck	confirmation
theorem	proposition
neglect	decline
manservant	servant
external	feature
ducking	hunt
menhir	megalith
hopper	jumper
rangeland	land
toenail	nail
colophon	emblem
corer	device
powwow	council
platen	table
ijtihad	interpretation
harassment	mistreatment
past	tense
couchette	compartment
philologist	humanist
bellow	cry
trachea	tubule
baloney	nonsense
chessman	man
utilitarianism	doctrine
blood	disposition
arrears	debt
security	assets
overindulgence	indulgence
appointee	person
analects	excerpt
header	beam
gunsight	sights
pilaster	column
broadside	armament
tack	nail
hotbed	situation
menu	list
processor	business
hauler	contractor
prizefighter	boxer
machine	device
drawing	drain
sleeve	case
dust	particulate
corgi	dog
debarment	prevention
bronchospasm	spasm
stasis	inaction
thump	blow
loudmouth	troublemaker
mafioso	criminal
eparch	bishop
tan	hyperpigmentation
distemper	painting
date	meeting
abatement	moderation
recrudescence	outbreak
might	strength
stupidity	inability
obstructionist	disputant
nasopharynx	cavity
alloy	mixture
slave	person
cachexia	infirmity
trap	design
infomercial	commercial
reservation	statement
soy	bean
madras	fabric
link	linkage
wariness	circumspection
sorter	machine
spiracle	orifice
academy	school
part-owner	owner
beehive	workplace
advance	sum
ideal	idea
